year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,910,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,910,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,910,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,910,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,910,1134919671.683499,54.34980785215199,17903797942.740623,107327225153.61395
2019,910,1174344555.5230062,59.601644249379945,18721606366.283848,105354095548.12444
2020,910,1215138982.515689,51.90740570700115,18733892885.729633,105974695290.91151
2021,910,1257350527.9050417,48.94565863698433,20074635179.567795,107888632953.54863
2022,910,1301028419.6052248,48.265318105470605,20287798328.47114,96693272823.25684
2023,910,1346223595.6116002,47.183485132574596,21303863795.981773,96198989993.60338
2024,910,1392988763.4056008,46.73360600483788,22634136576.141644,97533209802.89095
2025,910,1441378461.423206,44.94102256496906,23746494651.678734,100847017683.64035
2026,910,1491449122.6587126,44.84765982087661,25192914695.08782,104527063110.44319
2027,910,1543259140.477976,42.34670434635945,26686686195.850727,108388498526.61987
2028,910,1596868936.7178726,42.18326062539497,28116981892.19786,111468870794.77548
2029,910,1652341032.1514058,41.96161728712185,29867336795.3346,110547672635.40831
2030,910,1709740119.4006293,41.5769446080675,31520618054.953613,109700400963.56642
2031,910,1769133138.3824284,41.63789338151204,33164323427.29746,109199149300.99402
2032,910,1830589354.3751326,40.87235903090122,34863317031.91517,113478558539.23619
