year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,909,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,909,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,909,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,909,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,909,1132314532.0609193,54.70492366916915,11657306371.447224,106957650274.90228
2019,909,1168959469.0663433,60.33688672412107,12539363808.600485,104650905495.48589
2020,909,1206790341.0484097,52.95830943346821,13173148322.752954,105847391643.51367
2021,909,1245845528.2550807,50.321125909304875,13961974964.294205,107325724478.12611
2022,909,1286164653.0289204,49.97876985870557,14875931248.443453,107120609244.79628
2023,909,1327788620.0048323,49.22697602958818,15893127782.870535,108354478896.26738
2024,909,1370759657.6087,49.11313098847538,17061219203.71438,110777659966.75978
2025,909,1415121360.899058,47.630354451771545,17900745513.574875,113474328840.94728
2026,909,1460918735.7952297,47.874696836864,19049230937.617218,116824452162.52055
2027,909,1508198244.7368145,45.65582035786681,20159660593.735497,119434234307.79185
2028,909,1557007853.8208563,45.82330568004841,21289394724.919243,122411674843.45981
2029,909,1607397081.4644947,45.93096375437664,23046236740.59392,117868406708.65227
2030,909,1659417048.6424847,45.87037199394518,24564026817.092056,116756712688.94144
2031,909,1713120530.7505448,46.268920565751905,26067136549.52587,116557868900.54744
2032,909,1768562011.147155,45.81306120016072,27274650174.636635,120185053808.31267
