year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,962,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,962,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,962,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,962,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,962,1127613818.9160984,55.34984612050916,12371413761.039473,106290789475.85022
2019,962,1159273931.9149044,61.676474228299185,13264886459.092146,103388633900.56737
2020,962,1191822968.7086146,54.87921885530713,13838726561.106068,103896762715.07214
2021,962,1225285887.689297,52.843433845102275,14685163149.309404,104658874398.18016
2022,962,1259688348.008002,53.131044517529304,15628902266.790728,104025341132.60916
2023,962,1295056729.2500393,52.9986108674668,16701354022.553274,104894121383.23936
2024,962,1331418151.662664,53.51921116853712,17886100759.967743,106618545643.23813
2025,962,1368800496.950716,52.62623630485375,18753337963.816483,108577369151.86723
2026,962,1407232429.656134,53.51615739256602,19935849754.489742,111148830971.34514
2027,962,1446743419.1377323,51.84299419890554,21066597455.384262,112937338999.5833
2028,962,1487363762.1681237,52.65131367930327,22218218418.178185,115049024833.59879
2029,962,1529124606.1650858,53.400844043942975,23913653346.552036,109593579263.0074
2030,962,1572057973.0752022,53.976371307137875,25365624352.20524,107530235735.68854
2031,962,1616196783.9280856,55.04070625787107,26809116947.32266,106349979637.19405
2032,962,1661574884.0800111,55.20181680554431,28023091078.289627,108938362223.78215
