year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,111,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,111,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,111,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,111,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,111,1119097116.2750154,47.3918814434292,18474391306.13639,105329528640.02162
2019,111,1141828409.687654,49.57550828758515,19532840676.2626,102815530328.19087
2020,111,1165021425.04801,53.4428663353275,19949233589.657627,102443816420.08585
2021,111,1188685540.9318264,54.73032413063931,21374861676.101845,102815084688.3439
2022,111,1212830326.4140916,52.886441552987804,22565785987.328716,104945474582.95291
2023,111,1237465544.938494,56.066412251076194,23825304668.56543,104631456220.70828
2024,111,1262601158.2654743,59.061029522736405,25083805830.230904,104588483701.07327
2025,111,1288247330.500464,61.872747758125655,26404952301.56726,104904374077.25577
2026,111,1314414432.203957,64.50947657922708,27793856615.5812,105452647096.77728
2027,111,1341113044.5850577,65.22084571051977,29146437989.718872,106122139522.6246
2028,111,1368353963.780214,65.83466186682082,30546896966.585007,106903342442.11893
2029,111,1396148205.2188544,66.36083478927493,31964534540.45073,107735873964.57433
2030,111,1424507008.0777116,66.79869345463952,33431003024.712906,108554755746.48975
2031,111,1453441839.8256085,67.15582343939414,35014096855.79151,109708855706.02768
2032,111,1482964400.8605719,67.42846767613509,36616132102.241035,110791200937.21637
