year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,1213,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,1213,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,1213,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,1213,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,1213,1124918674.2259216,51.326787968035845,16411984622.242012,110591647011.39594
2019,1213,1153738921.516818,50.558917398354254,17096457490.79922,113446304226.34099
2020,1213,1183297539.2098947,48.03637713085454,17154957588.536196,116714776759.11972
2021,1213,1213613444.2438343,47.8901330270931,18093840557.6637,115252804586.96625
2022,1213,1244706038.2064443,46.41707521524677,18527945786.846436,110693946820.27573
2023,1213,1276595219.7512932,46.05630750385,19238137343.586052,111872686882.95354
2024,1213,1309301397.3324637,48.86612082916012,19385522323.00648,103305337160.36563
2025,1213,1342845502.265563,48.39960278868417,20095902527.090267,104828066805.148
2026,1213,1377249002.1233568,47.77885519301283,20943057572.16375,106919446143.92673
2027,1213,1412533914.4745977,46.831587378396705,22007460281.66456,110106766031.79503
2028,1213,1448722820.9748366,46.41755733945398,22848226843.21393,111804050191.38036
2029,1213,1485838881.818249,46.04596871310201,23669431210.359573,113142900748.92624
2030,1213,1523905850.5596979,49.60517669872127,24712093672.786446,113891547534.85918
2031,1213,1562948089.3165536,49.29947311151693,25664841863.149483,115630202528.96178
2032,1213,1602990584.3599694,48.86880045790091,26679745255.040672,117650403152.14314
