year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,89,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,89,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,89,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,89,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,89,1145686201.396636,43.971210689816395,13235631446.762634,109551995705.11252
2019,89,1196731317.0415642,42.71337460980313,14491687780.356583,111140994470.27954
2020,89,1250050706.2424002,43.005580420647384,15577015527.572584,114821504460.27086
2021,89,1305745697.4052339,40.85874409027823,16784893841.35188,119651755007.432
2022,89,1363922133.5407698,35.95007240745566,18061456599.854813,127284564797.09024
2023,89,1424690573.4088538,35.55701952935617,19491301839.299355,132017254132.6297
2024,89,1488166501.6248357,34.95172743844953,21007093979.337265,137182630286.28954
2025,89,1552215541.9975924,34.149942841591,22509834777.716927,142256775798.2839
2026,89,1618714133.4322972,33.17103277775639,24128099847.59468,147683388177.43768
2027,89,1679780988.9591,30.642890968050292,25663852677.8517,153057503143.14017
2028,89,1743062926.3554192,28.08502138889147,27304850182.886284,159035669336.00922
2029,89,1808750618.6373355,25.509390525891973,29064015030.26497,165769206218.69113
2030,89,1872447961.4177625,22.919240536533042,30908045239.884304,172399272479.18393
2031,89,1933258937.5866601,20.323603335152942,32787539933.490948,179020406043.82773
2032,89,1992872048.2045293,17.722835655380855,34672995117.306496,185346560250.9146
