year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,998,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,998,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,998,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,998,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,998,1132003202.935419,54.747471383231826,14946035361.573683,106913483957.36641
2019,998,1168316748.1833453,60.42509214065112,15704856853.781256,104567142633.25279
2020,998,1205795196.1144562,53.08454620006782,15938645423.97467,105717698972.54292
2021,998,1244475915.6568484,50.486562383595476,16920005240.006823,107147229155.48578
2022,998,1284397474.49694,50.185122851147355,17823072507.2293,106905795768.05
2023,998,1325599677.5344596,49.473392252443595,18867806288.599834,108123067775.54466
2024,998,1368123606.5710192,49.400436771217656,20062561882.034794,109208478855.30579
2025,998,1412011661.2718737,47.955483535894125,20946105585.147617,111855074439.57854
2026,998,1457307601.4416838,48.2411228386494,22156018278.260838,115152186970.06566
2027,998,1504056590.6564422,46.05690634523102,23317181519.29921,117705883509.51953
2028,998,1552305241.2950768,46.26506834733766,24511580282.379726,120624020511.95728
2029,998,1602101661.0156112,46.41330880674997,25289738599.885952,105057102975.08694
2030,998,1653495500.7222536,46.39276736637068,26626373823.268368,101673340480.9358
2031,998,1706538004.0712016,46.833114899359394,28049894844.89414,100554143473.48265
2032,998,1761282058.5645528,46.41575408872972,29296248100.414196,103994098615.88506
