year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,661,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,661,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,661,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,661,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,661,1132460987.714842,54.684916436243,13845612447.748978,106978427023.3214
2019,661,1169261879.3778112,60.29541823129742,14901746435.266104,104690317243.14711
2020,661,1207258667.0953739,52.8989730523266,15564182889.998629,105908426427.33623
2021,661,1246490213.1697412,50.24337980171046,16743341617.670076,107409743303.58974
2022,661,1286996642.7875717,49.881814826820424,17907157201.421772,107221743685.6232
2023,661,1328819385.0591648,49.11122068030255,19222002299.054344,108463449552.03078
2024,661,1372001215.3912568,48.978194833767006,20693252241.936806,110908915256.37666
2025,661,1416586299.2368016,47.47768506186736,21899805251.310455,113629199527.18752
2026,661,1462620237.2664518,47.70267062813694,23464709430.228493,117004331884.21092
2027,661,1510150112.0079417,45.4675603787131,24984568259.221214,119640582258.37852
2028,661,1559224536.0010977,45.61599498444211,26563841637.73808,122646018557.1748
2029,661,1609893701.5177026,45.704654296708945,28575947970.95765,118132344958.44707
2030,661,1662209431.8970783,45.62532105374423,30361015598.534035,117051918500.50528
2031,661,1716225234.5498867,46.00431562680563,32185375489.862835,116886092686.89276
2032,661,1771996355.6843727,45.53045774638871,33956973961.381428,120547037368.36488
