year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,582,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,582,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,582,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,582,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,582,1115591938.7763367,57.02393246415882,16813227737.197994,104585320465.2722
2019,582,1134686860.8876126,65.17977640999861,17594586728.48801,100309155538.64827
2020,582,1154108619.3964665,59.94041401747153,17687478225.662575,99393935915.33179
2021,582,1173862808.5666575,59.5390033227566,18799037487.740536,98742473596.22913
2022,582,1193955118.4156246,61.56167809138475,19767474874.712296,96982320243.1449
2023,582,1214391336.3534439,63.16147409680847,20870940860.90971,96366318927.76349
2024,582,1235177348.8498347,65.48090407345488,22078180314.811985,96444138439.93733
2025,582,1256319143.129713,66.29123996419997,22963178662.193604,96686039662.65715
2026,582,1277822808.8977554,69.06327986535415,24185810540.409424,97470314959.2384
2027,582,1299694540.0924783,69.02267865478959,25297981770.089058,97403131439.9165
2028,582,1321940636.6703544,71.75357645849611,26439419829.956974,97612027581.37439
2029,582,1344567506.4204533,74.45684512974906,27590274425.93655,90202003950.78609
2030,582,1367581666.8101518,76.99841117581798,28695971078.221367,86132719810.39137
2031,582,1390989746.862428,80.14244274418284,29807144032.682926,82842599122.57071
2032,582,1414798489.0652945,82.2729121926409,30925305856.27353,83222840695.52208
