year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,771,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,771,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,771,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,771,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,771,1144435650.3400137,53.06638970913819,12391796006.956255,108719037772.34616
2019,771,1194120206.1918936,56.95850468395787,13266803427.520739,108087102935.2689
2020,771,1245961768.5032148,48.149497900847585,13877500885.473919,111177869676.76419
2021,771,1300053981.602407,44.053174073237045,14794343390.962132,114681868751.77837
2022,771,1356494555.2949445,42.202850534172924,15767229060.762583,116478351473.5289
2023,771,1415385441.3620641,39.99146435980278,16756649759.680962,118784194786.8539
2024,771,1476833017.7219908,38.40309765961712,18041834102.680126,123378002861.6318
2025,771,1540948280.5863621,35.57552238048177,19031465025.174873,128845341824.44365
2026,771,1607847044.958921,34.36160848529826,20298077045.030724,134820899072.29533
2027,771,1677650153.8386621,30.943779963174435,21670781612.260593,140980529483.95526
2028,771,1750483696.505346,29.70588224685099,22964057727.451824,146781358853.67545
2029,771,1826479236.2816427,28.426866604639343,24817249319.921993,145461457111.60294
2030,771,1905774048.183363,27.013893598410498,26599814811.478024,147501725294.19623
2031,771,1988511366.8870375,26.011998223666538,28301989399.660393,150237474852.87494
2032,771,2072661187.943476,24.28879361487684,29803667294.935818,157416418715.02142
