year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,1475,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,1475,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,1475,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,1475,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,1475,1144842356.3216445,48.69324912367555,14237217696.296495,113794113424.39836
2019,1475,1194969082.449688,45.364165094397336,15219373331.699543,120058632721.26929
2020,1475,1247290598.6800027,40.44127403659601,15949845134.635448,127752280986.99692
2021,1475,1300891070.8780105,37.86084925477133,17245931904.048126,129975888346.86246
2022,1475,1351016901.516915,34.11239388809937,18362414326.369987,133866257829.14035
2023,1475,1403695292.7831702,31.45373849914821,19459247012.475548,138934536674.7018
2024,1475,1467719030.2881925,31.650930797845817,20398526082.110092,136339333060.58232
2025,1475,1524539431.7112389,28.95442175009657,21544704578.75662,141635742514.47443
2026,1475,1581298230.8834355,26.18020690468226,22864376609.76387,147446287652.37994
2027,1475,1632049774.6330044,23.189549989182293,24389594610.044807,153756546212.8564
2028,1475,1690500231.4601264,20.704363323103443,25784144639.000656,159202003931.9886
2029,1475,1748162544.025753,18.3027454739069,27084539685.27401,163962272339.8105
2030,1475,1813842929.1946478,19.076842098800036,28740023014.987095,169127277417.3911
2031,1475,1876663978.8160105,16.76546141301322,30275413638.125565,174758097066.0265
2032,1475,1940787411.7645648,14.402430496563584,31921923474.49266,180716085735.21753
