year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,680,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,680,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,680,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,680,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,680,1121768899.1839693,56.15928858377719,16996143208.389511,105461607238.41533
2019,680,1147287023.2359269,63.3656776210539,17729182425.39056,101840797437.09058
2020,680,1173385636.4203649,57.312825961059,17762864769.385033,101624533451.03975
2021,680,1200077943.7688227,56.0539492361944,18872861291.73847,101657615214.58128
2022,680,1227377450.7023702,57.16224245984013,19831552457.560593,100515670011.96088
2023,680,1255297969.8649025,57.844500131825605,20953000219.3603,100690895765.21164
2024,680,1283853628.1118782,59.2068284912866,22223091638.841866,101590108463.86568
2025,680,1313058873.6580389,59.10548437160875,23144703714.55289,102684463471.77141
2026,680,1342928483.3877296,60.86702890837504,24408342686.17608,104350731672.58585
2027,680,1373477570.3315065,59.942803104104115,25586293573.778717,105191803238.6259
2028,680,1404721591.3128319,61.632051232130024,26800914649.839214,106317905748.1459
2029,680,1436676354.7687101,63.27198847220479,28011468509.758366,99841958320.23111
2030,680,1469358028.748237,64.73846226898657,29316472392.319145,96747003286.1425
2031,680,1502783149.0930898,66.74148294990519,30645750052.618076,94491434708.2155
2032,680,1536968627.8041196,67.78445317788565,31913565249.704975,95921473939.03656
