year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,169,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,169,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,169,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,169,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,169,1116464312.1295927,47.73945543415148,16122931829.845924,104916591375.06493
2019,169,1136462165.2404606,50.28178674131144,16840259934.943645,102055944161.9815
2020,169,1156818215.3171415,54.53095778961813,17084146461.782587,101324737092.29404
2021,169,1177538878.301667,56.19501183948752,17968898623.474083,101266758799.42583
2022,169,1198630685.0569544,54.69761881174306,18634356369.016808,102973075035.56544
2023,169,1220100283.4252396,58.28765102873391,19469441397.2674,102368321403.94128
2024,169,1241954440.32339,61.70531992945887,20326413353.99285,102222364574.97606
2025,169,1264200043.8757343,64.95184934567064,21206066263.26106,102306824645.51431
2026,169,1286844105.5851111,68.03405269648913,22117028425.539806,102537961001.59074
2027,169,1309893762.5427876,69.15862778796561,22960264477.48543,102821692323.42053
2028,169,1333356279.677981,70.18745878814887,23826301520.07283,103203449269.76956
2029,169,1357239052.0476522,71.13004563149127,24686460531.927753,103622467210.58733
2030,169,1381549607.167332,71.98507135152143,25575995676.200172,104013375412.12506
2031,169,1406295607.3836842,72.75974288884512,26532476064.53978,104724639521.7705
2032,169,1431484852.2895722,73.44958757839308,27488605652.795414,105348874247.33936
