year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,1050,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,1050,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,1050,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,1050,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,1050,1132899492.160593,50.260752055963664,15630980202.874361,111852332025.09027
2019,1050,1170167563.2032049,48.4451359328545,16017358288.108852,110629121357.93459
2020,1050,1208661611.597602,44.92979597568919,16239678597.294052,117397477923.8256
2021,1050,1248421967.3212962,43.766657757390774,17134910856.592451,117118952507.1531
2022,1050,1289490287.0541928,41.331981672604535,17971240033.393646,120275013050.77945
2023,1050,1331909597.8220377,39.99057013992095,18721008695.25556,123480767284.41856
2024,1050,1375724342.075566,41.678542754444216,18913243840.204544,115912560420.74022
2025,1050,1420980424.252585,40.23960903444381,19657034369.163216,119338812867.74263
2026,1050,1467725258.8717704,38.66919549095966,20602008576.993397,123831554599.85437
2027,1050,1513745152.3820465,36.809714384977035,21887695365.17314,129829690855.64017
2028,1050,1561907016.9291148,35.462892224865406,22688950355.605175,132056469896.9244
2029,1050,1610951464.8204744,34.167245754230116,23555515114.30314,135282597251.4693
2030,1050,1663517174.7796302,36.46877602478809,24613142671.39778,137892674395.52216
2031,1050,1715104435.8361926,35.230512613750655,25546267409.495487,141273008843.03046
2032,1050,1767800295.6237068,33.89052744888761,26555479323.46083,145172512030.99112
