year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,499,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,499,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,499,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,499,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,499,1144129226.3507116,44.16713224938581,16845028791.420698,109298848290.6738
2019,499,1193480837.624243,43.102058593761456,18333498071.36813,110607900962.04518
2020,499,1244961213.2708886,43.59019774741989,19327074045.123123,114026440046.58975
2021,499,1298662176.792237,41.62705461407352,21122594966.068474,118534287773.099
2022,499,1354679512.4642835,36.877623900647784,22927957508.85843,125798514319.8139
2023,499,1413113136.1840398,36.66761912948585,24807386824.057224,130160900356.73074
2024,499,1474067273.685548,36.242520063672146,26763825153.47307,134940393709.55225
2025,499,1537650646.443184,35.61736904448768,28852493350.810436,140050046841.2567
2026,499,1601837839.209773,34.8109575958198,30996498464.301483,145194034045.9392
2027,499,1663471015.8441236,32.431656346954405,33236594984.439976,150658535522.0491
2028,499,1724335318.5696995,30.01545394360515,35508314613.715416,156123368973.29575
2029,499,1787424721.5979555,27.574376662837018,37936619519.17489,162135950149.67612
2030,499,1852797822.894723,25.11163669471184,40645494287.60946,168806283959.23816
2031,499,1914555866.9144015,22.636365008777677,43423202200.88987,175466834744.54526
2032,499,1973619043.3185189,20.14888853297038,46143207081.84349,180860591012.2362
