year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,913,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,913,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,913,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,913,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,913,1137668102.83648,53.976922456754416,13611760586.462788,107717127906.3134
2019,913,1180039255.1244717,58.83142968579386,14688059646.241854,106145117140.42635
2020,913,1223988472.7038574,50.80910852014567,15409236627.435633,108171809555.04735
2021,913,1269574528.8184462,47.511546794081724,16622716522.68001,110544869384.45183
2022,913,1316858385.654549,46.48301943351791,17827868409.920532,111072097314.31372
2023,913,1365903275.8656516,45.062892864245555,19127674826.14856,112558413020.86317
2024,913,1416774787.1333706,44.270117053884555,20653568811.05514,115788534636.44656
2025,913,1469540949.8777986,42.1633525211896,21930186624.263454,119463798851.0247
2026,913,1524272328.234517,41.728555427646924,23560723932.6638,123764555734.30965
2027,913,1581042114.4199352,38.94497217743792,25246189149.48475,127957243357.85912
2028,913,1639926226.6111739,38.45015009189671,26909740970.68241,131865459187.48083
2029,913,1701003410.4713624,37.900373267967154,29061717767.919075,128446688936.3477
2030,913,1764355344.4561331,37.19446195414182,31003427090.832848,128419349901.3652
2031,913,1830066749.0421398,36.92194066859155,32964462889.087708,129182145808.35905
2032,913,1898225500.023664,35.85290091428258,34915945212.92348,134228544317.90047
