year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,981,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,981,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,981,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,981,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,981,1123986886.0469968,55.851136189013374,15470306430.55364,105776259174.45076
2019,981,1151828392.2017655,62.72156793991188,16457470418.680685,102418290888.94246
2020,981,1180359541.158055,56.38337639589269,16893301301.778685,102471397029.04857
2021,981,1209597415.583414,54.82581237663183,18107115684.575115,102754814181.50787
2022,981,1239559521.2883995,55.61769256270046,19246454484.670715,101803536936.37408
2023,981,1270263797.7079656,55.98482844850311,20560735927.576035,102273056576.00569
2024,981,1301728628.642468,57.02064153869332,21964672113.51796,103479821858.2057
2025,981,1333972853.2647407,56.61103416797939,23095180967.946644,104895452351.13423
2026,981,1367015777.399812,58.03249584282659,24580489045.105915,106897197730.03531
2027,981,1400877185.0840228,56.81449804342377,25982542495.701355,108088441977.68379
2028,981,1435577350.410474,58.15799277484777,27430430938.855434,109574257111.17184
2029,981,1471137049.6678822,59.44741877518577,29095705101.621323,103474152145.36787
2030,981,1507577573.7801225,60.56207414364061,30576169654.430126,100745733889.01163
2031,981,1544920741.053905,62.193622088971104,32091452933.43595,98890031381.21182
2032,981,1583188910.2422101,62.88608333431718,33630228890.611965,100746248471.62479
