year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,178,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,178,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,178,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,178,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,178,1138007273.2590377,44.94268478031502,15466143716.039173,108303484491.79402
2019,178,1180742964.8835623,44.64584573923599,16924734770.029676,108607036727.84912
2020,178,1225083513.8596544,45.9200330255312,18029733904.94383,110921209031.2047
2021,178,1271089187.5427938,44.69928691104811,19642318313.22975,114235421790.65523
2022,178,1318822516.5139968,40.599140893596605,21269678404.03948,120041926216.16275
2023,178,1368348379.5709305,41.13862431980368,23003478090.7774,123021078271.44519
2024,178,1419734091.9107058,41.456517283475264,24798292412.196487,126309228994.92642
2025,178,1473049496.624213,41.564920702307276,26637483998.244873,129455780425.68051
2026,178,1528367059.6263466,41.480169235602034,28607020776.82815,133295627404.61145
2027,178,1585761968.1511583,39.73082711656496,30780070097.281197,138425837860.75748
2028,178,1645312232.9458027,37.919424868878785,33131488934.836254,144077959180.15247
2029,178,1704178168.6683345,36.05796084268209,35503151044.71873,149416021150.60867
2030,178,1761729909.7671695,34.149250353610114,37882461505.30103,154206556519.75223
2031,178,1818575323.5255365,32.20255721632235,40337331336.96569,159131057285.60797
2032,178,1877179696.5879169,30.217809661818396,42940055827.43891,164361740943.90176
