year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,276,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,276,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,276,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,276,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,276,1128794643.168005,46.12563098524616,11761830471.690561,106850519192.6219
2019,276,1161703159.8969972,47.01652767422876,12617733740.656618,105657986812.32399
2020,276,1195571080.960388,49.52203984211077,13388856886.346224,106636080193.16063
2021,276,1230426376.5242128,49.4812713275465,14011157713.48958,108487819709.91133
2022,276,1266297832.1877496,46.431043392568014,14603521978.325445,112233009975.04323
2023,276,1303215072.7563982,48.1925830357348,15408605780.652155,113566053500.47327
2024,276,1341208586.707629,49.73855826803248,16227434423.576576,115149260586.53601
2025,276,1380309751.370195,51.07633266603838,17046773925.095709,116794363328.5629
2026,276,1420550858.8374238,52.21815460167345,17888195392.784775,118625420717.69753
2027,276,1461965142.6359665,51.563005818482274,18726299536.128563,121177734331.0151
2028,276,1504586805.1720433,50.819159198773114,19586930584.972286,123946045984.08911
2029,276,1548451045.977848,49.99788434582476,20451731833.730408,126833228787.29585
2030,276,1593594090.7814384,49.10064560281276,21353938983.439865,129807569998.38797
2031,276,1640053221.4241216,48.13620947395451,22313081745.959064,133258218604.59601
2032,276,1687866806.6500385,47.10311043270829,23290363346.876774,136813796661.7874
