year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,1009,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,1009,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,1009,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,1009,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,1009,1113270628.2352943,57.35134729068921,10621022292.332655,104256010644.70741
2019,1009,1129969687.658824,65.86933616344034,11005770618.551455,86835545979.46692
2020,1009,1146919232.973706,60.942989794325975,11111904936.915712,84893107426.32375
2021,1009,1164123021.468311,60.8738072030941,11283847026.221579,83016918599.65273
2022,1009,1181584866.7903352,63.25310006805878,11671155796.537556,79087600907.95618
2023,1009,1199308639.7921903,65.21341879447648,12101542140.96458,76468232125.52246
2024,1009,1217298269.3890724,67.91140636493753,12705119624.458578,74582061478.98392
2025,1009,1235557743.4299085,69.08547513275548,12872357952.063978,74523457166.22136
2026,1009,1254091109.581357,72.26253619733465,13293601331.860767,74991277775.68362
2027,1009,1272902476.2250774,72.5802696612803,13690486051.285172,74595666597.24498
2028,1009,1291996013.368454,75.73431331417315,14065521335.151718,74431576643.03421
2029,1009,1311375953.5689821,78.87243135402422,15189907922.55716,70957752901.6742
2030,1009,1331046592.8725166,81.85673099255449,16224259901.232801,66493265977.24155
2031,1009,1351012291.7656057,85.47299114831732,17195094790.550125,62835608315.511116
2032,1009,1371277476.1420903,88.05781124123,17555969218.480946,62818873408.78778
