year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,692,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,692,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,692,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,692,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,692,1136785022.1560044,54.09653526199947,13380337540.176826,107591850768.55437
2019,692,1178208026.0901077,59.07829332885981,14509968802.134844,105890750482.30461
2020,692,1221140431.7329626,51.1608375340151,15309199938.486288,107776202751.98463
2021,692,1265637239.7678118,47.970442581741246,16549218244.892595,110007574559.20824
2022,692,1311755455.0330148,47.05286092534025,17800101698.76481,110407055791.71266
2023,692,1359554159.550921,45.74033640209674,19153230735.890285,111836366875.5844
2024,692,1409094588.2178068,45.05645404347368,20709500380.671154,114915112612.48854
2025,692,1460440207.2518864,43.04924437469221,22038457771.846478,118428827083.85637
2026,692,1513656795.4998422,42.722521909383985,23726453947.10336,122557316157.77693
2027,692,1568812528.7060711,40.02810952856295,25440827690.42767,126341075741.70471
2028,692,1625978066.852602,39.63781974836266,27162941746.39834,130101993270.93564
2029,692,1685226644.681559,39.19136988153317,29408388021.83821,126458766701.90416
2030,692,1746634165.516156,38.58642350960861,31384349281.348183,126243112120.71793
2031,692,1810279298.5003998,38.418580513781855,33404267671.494667,126931840146.85948
2032,692,1876243579.3820992,37.44454270303559,35420690115.83133,131710076017.9717
