year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,400,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,400,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,400,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,400,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,400,1125583543.5531714,46.54250271374781,11525432613.32147,106346880251.32124
2019,400,1155103130.9061825,47.856550801875905,12589489508.14477,104694552929.02545
2020,400,1185396899.8314831,50.8053773608214,13633823248.592495,105199104959.28122
2021,400,1216485154.037919,51.1943638829254,14466524826.698092,106615817770.35915
2022,400,1248388729.7200084,48.531710034411155,15285887023.626905,109765901171.24893
2023,400,1281129009.5229185,50.74735366018478,16338995343.919012,110601734181.3262
2024,400,1314727936.8737082,52.75452394193508,17409013219.364933,111558493777.62021
2025,400,1349208030.6883998,54.55891933416823,18476267943.542877,112543324558.59885
2026,400,1384592400.4647753,56.17132534995159,19571177329.633045,113644244856.51416
2027,400,1420904761.7709923,55.94277490039503,20663456048.82677,115449351834.4273
2028,400,1458169452.140397,55.62012807532552,21790839124.38593,117457850942.22018
2029,400,1496411447.3832102,55.21425027583133,22922989256.546577,119585401872.73483
2030,400,1535656378.3259897,54.72596025899543,24096610852.156338,121767234095.13895
2031,400,1575930547.9901094,54.16368942601545,25342999801.344425,124353612538.24274
2032,400,1617260949.2207613,53.52529063041816,26603187813.1545,126939383566.21275
