year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,1376,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,1376,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,1376,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,1376,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,1376,1130387835.1998165,50.59462283206432,13378072516.290323,111443963588.33084
2019,1376,1164984752.9823895,49.10554197316845,14429766475.817305,115202279350.0936
2020,1376,1200640552.2238576,45.89802122544647,15325505934.760397,120163981757.17534
2021,1376,1237387641.3009164,45.04868783398631,16549567453.834028,119702280450.17622
2022,1376,1275259420.4887137,42.90913259601962,17757872290.73906,121683734613.95914
2023,1376,1314290312.3191273,41.86727409177319,19007577390.323563,124551323157.87082
2024,1376,1354515792.8681977,43.896897358692264,19807417791.297485,118424940943.34558
2025,1376,1395972424.0011513,42.75191666867497,21071105275.426514,121300668417.61769
2026,1376,1438697886.6043203,41.467004813557864,22486485959.599724,124675447466.35701
2027,1376,1482731014.8341656,39.880123106025756,24120457968.129707,129085777886.9181
2028,1376,1528111831.414539,38.8108202216492,25623282286.430054,132323869438.09825
2029,1376,1574881584.0142565,37.78863188787797,27140859859.34928,135239201474.62628
2030,1376,1623082782.7380528,40.46369443991129,28920227660.26197,137736007936.42313
2031,1376,1672519375.998479,39.49845311145574,30636195689.84536,141034812121.88733
2032,1376,1722403782.5320256,38.423063592991525,32415836800.339478,144515430242.64807
