year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,1124,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,1124,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,1124,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,1124,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,1124,1121637090.7604098,51.769526077693264,15272006434.379366,110076953161.74847
2019,1124,1147017425.4432335,51.44118923633013,16234988940.757708,112394199747.2195
2020,1124,1172972064.768725,49.33951628850313,16785303624.436098,115728751570.80705
2021,1124,1199514004.0668,49.62847712005037,17929334238.056847,113708134345.59828
2022,1124,1226656532.7248971,48.57151350435693,18957548150.60788,113981307647.55234
2023,1124,1254413240.8418903,48.63904326201309,20027988298.3066,115124985747.9612
2024,1124,1282798026.032569,51.941783555671094,20552847845.435005,108085563579.02802
2025,1124,1311825100.3860917,51.90877128675907,21597940038.15796,109125686939.54182
2026,1124,1341508997.581891,51.71592677825833,22760020162.51638,110603015982.33986
2027,1124,1371864580.1665976,51.18445354346753,24057015479.79166,112548246546.29855
2028,1124,1402907046.9956272,51.199223899628585,25251432671.23767,113811655629.08327
2029,1124,1434651940.8431563,51.25674225847796,26422883043.606956,114754189399.87848
2030,1124,1467115156.1842937,55.396257126908345,27877460460.90105,115428151442.46269
2031,1124,1500312947.1533456,55.53243520184282,29201152292.305798,116636233139.60535
2032,1124,1534261935.682167,55.53751278648239,30592107958.099174,118055160848.20392
