year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,1459,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,1459,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,1459,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,1459,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,1459,1124695364.9048634,51.35683404391869,17328106201.420998,110556622476.64754
2019,1459,1153280906.0374324,50.61871056267958,18220730408.403664,113374611833.44322
2020,1459,1182592984.494987,48.124572925056704,18451829500.29245,117246118208.77286
2021,1459,1212650066.13347,48.00762291216059,19614346575.590652,115750160840.42172
2022,1459,1243471086.141677,46.562489186966225,20595796788.4172,116581880844.9921
2023,1459,1275075460.9699397,46.230391597455096,21609675866.065903,118330552794.36668
2024,1459,1307483100.5619888,49.07314666882139,21981687480.216278,111542057510.05954
2025,1459,1340714420.8977087,48.63548570570996,22980752498.25621,113291055608.85469
2026,1459,1374790356.854679,48.043139693787296,24112963031.573635,115358960606.7832
2027,1459,1409732375.396609,47.123383493108136,25434795196.845642,118034707814.1285
2028,1459,1445562489.096973,46.73765977530779,26602276406.427612,119895205768.86412
2029,1459,1482303270.0063667,46.39431973040607,27756639113.448753,121440881440.1936
2030,1459,1519977863.872318,49.99179229122645,29171786095.4168,122660950466.17189
2031,1459,1558610004.7205122,49.715018849412004,30491550901.247242,124509560429.74983
2032,1459,1598224029.8066208,49.31278781226449,31896308818.20986,126617710281.59131
