year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,541,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,541,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,541,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,541,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,541,1141851188.2551014,53.412839653532586,13103022048.254229,108334203007.84143
2019,541,1188732968.0646882,57.66982746505241,14320041419.975903,107351329402.08801
2020,541,1237539605.7723281,49.15773971710959,15266806445.048117,110028920848.60397
2021,541,1288350131.609867,45.36180648529389,16609076686.353624,113103306256.15125
2022,541,1341246820.608444,43.819459277092804,17985900521.93327,114402986298.59183
2023,541,1396315325.8224757,41.903391666283554,19430691767.432877,116296571188.67491
2024,541,1453644817.0235088,40.61087136626046,21132921067.961903,120301916782.1276
2025,541,1513328125.088533,38.049947422723875,22664594184.30226,124955781562.83809
2026,541,1575461892.3165314,37.12354212602584,24561702906.596077,130228548613.93465
2027,541,1640146728.9166908,33.9379268491007,26560739283.271564,135611483254.09494
2028,541,1707487375.9216561,32.972012218479996,28543193764.375305,140686629669.08463
2029,541,1777592874.7896276,31.958790204898,31126062760.62045,138470608928.2679
2030,541,1850576743.9699254,30.80234741267645,33414885180.28154,139680119907.60034
2031,541,1926557162.7179394,30.06429068442657,35730765746.887276,141555973298.27054
2032,541,2005657162.4570866,28.576032631497604,38167820699.8071,148192211483.48853
