year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,316,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,316,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,316,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,316,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,316,1123869691.2801898,46.76597364041577,12937987562.79151,106078074282.0754
2019,316,1151588209.288443,48.3078442265099,13573651058.230097,104197019530.68367
2020,316,1179990361.9267023,51.49634485958532,13781303124.87712,95266368575.32957
2021,316,1209093009.9920428,52.11873488458605,14237260058.892263,95673424430.30371
2022,316,1238913430.1271756,49.66769130427869,14600623669.489271,98836559132.05434
2023,316,1269469325.076641,52.131921636794296,15156018919.75472,98541118302.22583
2024,316,1300778834.1959584,54.392610665781525,15709497916.889292,98369696812.4292
2025,316,1332860544.2199593,56.45457890136677,16259651947.374586,98342100343.23117
2026,316,1365733500.296715,58.327836435934735,16837394934.589163,98909421822.76485
2027,316,1399417217.2935915,58.33721972370643,17387676466.582554,100402929333.87076
2028,316,1433931691.382155,58.25057655214319,17948156912.48603,102074792534.8803
2029,316,1469297411.9087987,58.07853401716433,18493092903.41716,103864491498.84363
2030,316,1505535373.558144,57.82153773164964,19062268582.401115,105710465503.13199
2031,316,1542667088.8164299,57.48781400640068,19666127197.819126,107963088689.61201
2032,316,1580714600.7422912,57.074817388128096,20269313872.891167,110244070824.03296
