year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,503,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,503,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,503,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,503,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,503,1113270628.2352943,48.16328150788915,11396895088.885456,104415683970.0305
2019,503,1129969687.6588242,51.14526223273608,12489811391.157253,101154260612.86172
2020,503,1146919232.9737072,55.864704036690185,13590550970.368847,99973734057.31294
2021,503,1164123021.4683123,57.99507066340778,14421606451.25144,99469763258.37558
2022,503,1181584866.790336,56.92932266193418,15214063781.195597,100657705512.89832
2023,503,1199308639.792191,61.03178237449999,16247113686.478733,99890736924.0167
2024,503,1217298269.3890734,64.9806338844931,17314445101.631912,99545511697.2135
2025,503,1235557743.4299095,68.77570982744597,18366305342.585056,99278811376.11272
2026,503,1254091109.5813582,72.4225844502145,19419518850.859688,99075372279.02614
2027,503,1272902476.2250786,74.07447589926193,20385127309.046368,98911039056.09247
2028,503,1291996013.3684547,75.63561694435512,21353444977.987373,98830915176.42355
2029,503,1311375953.5689812,77.1150220328781,22295295190.462288,98773901676.12694
2030,503,1331046592.8725162,78.51058635863781,23244141201.15367,98674286196.20383
2031,503,1351012291.765604,79.82905783914865,24242090076.15122,98880185317.23875
2032,503,1371277476.1420875,81.06507368069408,25215312116.250107,98983857085.56277
