year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,255,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,255,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,255,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,255,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,255,1132100208.5887408,45.69896572257463,15245291272.136044,107368974447.39166
2019,255,1168516991.760628,46.15924797028741,16293117404.323206,106693325711.21843
2020,255,1206105210.1875641,48.21611356245995,16946544951.499926,108123893572.74864
2021,255,1244902545.9610786,47.743049955603524,18085243026.023792,110503400967.89111
2022,255,1284947893.3097098,44.305705918851785,19122308969.072914,114855659861.1091
2023,255,1326281397.5903645,45.61525799408279,20296586951.987457,116763571718.85034
2024,255,1368944495.5339332,46.70473548452764,21482650357.37233,118883595907.79857
2025,255,1412979956.7855062,47.583222379591035,22694052781.963116,121149768713.40181
2026,255,1458431926.7808347,48.264465608170546,23969426745.058407,123692066621.48204
2027,255,1505345971.0020103,47.19528645781145,25317432816.776695,126960569810.49869
2028,255,1553769120.6567497,46.045196728906966,26744999880.280163,130556824377.67053
2029,255,1603749919.8270514,44.825809833745176,28218214961.81555,134361345664.1847
2030,255,1655338474.1345174,43.53916825896928,29800408826.469646,138482726576.8331
2031,255,1708586500.971105,42.19430354812708,31524799313.390736,143203068511.9222
2032,255,1763547381.3456802,40.79035237765178,33330489511.599304,148119580510.882
