year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,315,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,315,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,315,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,315,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,315,1130482871.4609442,45.90741146969165,11170060356.377834,107115306216.4196
2019,315,1165180651.1439013,46.57775563691805,11754666445.115826,98271242840.41957
2020,315,1200943405.7551131,48.85316489084144,12275975368.018885,98828478598.96915
2021,315,1237803822.4465575,48.590346630414246,12560195804.687151,100498867921.12714
2022,315,1275795591.6331782,45.34092610841483,12809588203.126154,104959855297.50035
2023,315,1314953437.7859187,46.86969312621071,13269615252.301447,106172697590.49817
2024,315,1355313151.1698806,48.18024892398671,13723916538.466017,107660588091.54164
2025,315,1396911620.5566251,49.28083646199957,14155868342.846352,109231060149.2863
2026,315,1439786866.9404986,50.18447189308275,14587843862.197392,111053130169.16779
2027,315,1483978078.2898183,49.314760548962184,15028614371.567507,114301286727.53046
2028,315,1529525645.3646696,48.36006024829578,15471982347.323648,117789404262.55054
2029,315,1576471198.6340532,47.331826367017705,15888758541.49007,120837667862.86284
2030,315,1624857646.3261287,46.23183040162125,16326944714.986647,124736282593.09537
2031,315,1674729213.646324,45.068985229169684,16782309129.830603,129133694931.1713
2032,315,1726131483.199171,43.84214625074082,17224355355.908806,133331485388.41557
