year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,1202,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,1202,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,1202,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,1202,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,1202,1119566365.3947175,52.050235660530156,14647581495.74445,109752174096.63191
2019,1202,1142786171.6226778,52.00191190384008,15339270059.800531,111731888700.9627
2020,1202,1166487556.6278584,50.16969514778332,15644449027.91013,114718292353.65172
2021,1202,1190680508.3540173,50.73855031086575,16513976760.953032,112330916450.13521
2022,1202,1215375221.8948636,49.95057849937802,17261778477.15298,112225895235.41638
2023,1202,1240582103.7903495,50.29620643749793,18023690971.10998,113018267734.38292
2024,1202,1266311776.4120624,53.91993002650405,18419824170.80784,105850019737.84192
2025,1202,1292575082.439575,54.17111303636506,19169900980.213512,106740501228.78255
2026,1202,1319383089.4296339,54.26018605217514,20012150659.910877,107850825747.87871
2027,1202,1346747094.4801095,54.004116836940995,20971358398.656235,109361976019.20284
2028,1202,1374678628.9906795,54.304033128674476,21821879152.578407,110283870269.52959
2029,1202,1403189463.5222514,54.64823852227947,22636623182.58391,110794913406.91675
2030,1202,1432291612.7571602,59.174432088120184,23716886586.081577,110976748980.79115
2031,1202,1461997340.5622542,59.608584613343396,24653135821.727325,111763888153.51617
2032,1202,1492319165.156976,59.90901344075178,25627533310.70175,112726029404.63295
