year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,578,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,578,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,578,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,578,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,578,1122025961.3129942,56.12351165830981,11874784271.645918,105498075036.27625
2019,578,1147812903.0977898,63.290830300773216,12808435301.63933,101904721980.89487
2020,578,1174192492.815468,57.20472710977603,13451051430.135202,101722255340.92862
2021,578,1201178350.9866505,55.91098720897417,14269567158.17579,101782757793.56131
2022,578,1228784411.165332,56.98229139649473,15227661672.34316,100664411379.9746
2023,578,1257024927.133168,57.627646272467416,16292332307.724485,100873466628.67587
2024,578,1285914480.259094,58.95167798214731,17424912318.750343,101807978102.50899
2025,578,1315467987.0281029,58.81410278465267,18258591237.53675,102939150670.02365
2026,578,1345700706.743039,60.53563327753054,19401425495.10866,104643806215.30632
2027,578,1376628249.4034023,59.5767431727764,20477655289.76108,105524887449.35023
2028,578,1408266583.7652307,61.22517911836326,21565525640.8428,106691614180.09174
2029,578,1440632045.5862145,62.82367586696046,23248615586.021576,100258892331.67601
2030,578,1473741346.0603077,64.24848419002586,24574223767.996952,97205609087.52608
2031,578,1507611580.4461784,66.20745958833251,25879636233.82495,94995457864.19545
2032,578,1542260236.893982,67.20877229321098,26978408203.51632,96473846608.05644
