year,run_id,energy_generation,reserve_margin,cost_of_production,GHG_emissions
2014,1232,1085266800.0000002,42.96086572023483,20651744323.248737,128553709952.8718
2015,1232,1113868799.9999998,42.176521066084206,16676232305.934092,132549954969.26651
2016,1232,1149379200.0000002,46.42806828981224,16401283322.663458,137296961129.47572
2017,1232,1181959200.0,48.81871590469672,18699267591.630177,140211618167.20346
2018,1232,1123432330.5527444,51.52699906020541,16806184514.919653,110358524204.95602
2019,1232,1150692088.5730824,50.95757128157617,17758438635.372166,112969388588.49117
2020,1232,1178613296.6755645,48.6247281161526,18118109463.236755,116602697100.91153
2021,1232,1207212004.7536213,48.674344693349404,19312931780.86501,114908318808.2268
2022,1232,1236504652.1466687,47.38821831406061,20342670456.69713,115509153765.00937
2023,1232,1266508077.0899017,47.21957747191262,21418048318.943474,117003334927.74933
2024,1232,1297239526.3933837,50.25029383661928,21852425335.911934,110107714992.53314
2025,1232,1328716665.3559968,49.977601951270074,22907549082.089523,111614633358.1129
2026,1232,1360957587.919952,49.547849731728704,24091589306.569756,113430183434.54184
2027,1232,1393980827.071693,48.78583181363847,25448935399.27016,115805608212.82774
2028,1232,1427805365.4951766,48.5625855142335,26674235831.71773,117429469273.47057
2029,1232,1462450646.4836535,48.3816082057194,27873676238.96333,118689800585.2399
2030,1232,1497936585.1162155,52.19883559190248,29347664025.037926,119668984471.36583
2031,1232,1534283579.7055466,52.0887854906175,30727627289.29462,121287446359.68668
2032,1232,1571512523.5234385,51.8507055253634,32165102406.54666,122916032066.00067
